Model,RMSE_micro,MAE_micro,Absolute Relative Error,KL Divergence,MAE (zeros),MAE (non-zeros),Correlation
Baseline,0.002449894616410784,0.0006615263554608426,0.520141984528454,0.3031692866721135,0.00022034386741531163,0.0012297927135551006,0.8846813684925084
Interpolated Latent,0.0037266993014195104,0.000998332727909337,0.7155609670255436,0.6447667641925507,0.0003542956828200603,0.0018278864749585633,0.7171864486991859
