Model,RMSE_micro,MAE_micro,Absolute Relative Error,KL Divergence,MAE (zeros),MAE (non-zeros),Correlation
Taxonomy Neighbours,0.007475428199649893,0.002021052040809251,0.642802765747387,0.6714230966892853,0.0012700917294248641,0.002749666435584965,0.6199494639641889
BarcodeBERT Embeddings,0.007395193899713215,0.0020168278122799014,0.6478382650262406,0.668958464952127,0.0012591116795599374,0.002751996999098567,0.630595224359934
